,location,total_sqft,bath,price,BHK,price_per_sqft_in_thousand
477,other,4800.0,4.0,235.0,4,4.895833333333333
478,other,1200.0,2.0,74.0,2,6.166666666666667
479,subramanyapura,929.0,2.0,50.17,2,5.40043057050592
480,other,1150.0,4.0,260.0,4,22.608695652173914
481,basavangudi,1125.0,4.0,180.0,4,16.0
482,other,500.0,3.0,65.0,5,13.0
483,other,1200.0,5.0,190.0,5,15.833333333333334
484,other,1464.0,3.0,56.0,3,3.8251366120218577
485,7th phase jp nagar,3600.0,4.0,400.0,4,11.11111111111111
486,other,2000.0,4.0,99.0,4,4.95
487,chikkalasandra,1208.0,2.0,49.0,2,4.056291390728477
488,hebbal kempapura,1130.0,2.0,60.0,2,5.3097345132743365
489,other,1753.0,3.0,120.0,3,6.845407872219053
490,old madras road,4500.0,7.0,337.0,5,7.488888888888889
491,other,600.0,3.0,58.0,3,9.666666666666666
492,hoodi,1196.0,2.0,94.42,2,7.894648829431438
493,5th phase jp nagar,1150.0,3.0,52.5,2,4.565217391304348
494,electronic city,1128.0,2.0,63.0,2,5.585106382978723
495,other,1000.0,2.0,53.0,2,5.3
496,yelahanka,1035.0,2.0,45.0,2,4.3478260869565215
497,other,950.0,2.0,32.0,2,3.3684210526315788
498,bisuvanahalli,1075.0,2.0,36.0,3,3.3488372093023258
499,whitefield,1040.0,2.0,48.5,2,4.663461538461538
500,other,720.0,2.0,45.0,2,6.25
501,lingadheeranahalli,1511.0,3.0,95.0,3,6.28722700198544
502,other,1300.0,3.0,58.0,3,4.461538461538462
503,hoodi,1545.0,3.0,68.75,3,4.449838187702265
504,other,375.0,2.0,26.0,1,6.933333333333334
505,vidyaranyapura,1062.0,2.0,38.0,2,3.5781544256120528
506,other,1115.0,2.0,40.0,2,3.587443946188341
507,jp nagar,1000.0,2.0,35.0,2,3.5
508,kambipura,883.0,2.0,45.0,2,5.096262740656852
509,sarjapur road,1195.0,2.0,70.0,2,5.857740585774058
510,other,1200.0,3.0,165.0,4,13.75
511,other,700.0,1.0,41.0,1,5.857142857142857
512,vittasandra,1246.0,2.0,67.0,2,5.377207062600321
513,8th phase jp nagar,660.0,4.0,90.0,4,13.636363636363637
514,banashankari stage iii,8500.0,4.0,145.0,4,1.7058823529411764
515,other,1600.0,4.0,80.0,4,5.0
516,haralur road,2805.0,5.0,154.0,4,5.490196078431373
517,begur road,1584.0,3.0,65.0,3,4.103535353535354
518,other,3000.0,5.0,275.0,4,9.166666666666666
519,hosur road,1175.0,2.0,48.0,3,4.085106382978723
520,other,1595.0,3.0,115.0,3,7.210031347962382
521,other,1353.0,2.0,110.0,2,8.130081300813009
522,electronic city,1599.0,3.0,125.0,3,7.817385866166354
523,whitefield,1150.0,2.0,70.0,2,6.086956521739131
524,jakkur,5230.0,6.0,465.0,4,8.891013384321223
525,kr puram,1155.0,2.0,42.74,2,3.7004329004329004
526,other,1200.0,2.0,85.0,1,7.083333333333333
527,electronic city phase ii,1000.0,2.0,25.0,2,2.5
528,thanisandra,3000.0,4.0,120.0,4,4.0
529,other,1867.0,3.0,160.0,3,8.56989823245849
530,ramagondanahalli,1251.0,2.0,47.0,2,3.7569944044764187
531,other,1028.0,2.0,45.5,2,4.426070038910506
532,other,1222.0,2.0,45.0,2,3.6824877250409167
533,bannerghatta road,1170.0,2.0,66.0,3,5.641025641025641
534,hebbal,2400.0,4.0,245.0,3,10.208333333333334
535,other,1385.0,2.0,48.48,3,3.500361010830325
536,hsr layout,1372.0,2.0,68.0,2,4.956268221574344
537,magadi road,1282.0,2.0,49.0,3,3.8221528861154446
538,other,5000.0,9.0,210.0,9,4.2
539,other,3000.0,3.0,528.0,5,17.6
540,kanakpura road,1135.0,2.0,39.73,2,3.500440528634361
541,whitefield,1768.0,3.0,101.0,3,5.712669683257919
542,other,1325.0,2.0,90.0,3,6.7924528301886795
543,electronic city,1599.0,3.0,99.0,3,6.191369606003752
544,whitefield,1500.0,3.0,61.95,3,4.13
545,other,2610.0,3.0,499.0,3,19.118773946360154
546,uttarahalli,1286.0,2.0,63.0,2,4.898911353032659
547,other,2845.0,5.0,140.0,5,4.92091388400703
548,other,1600.0,2.0,50.0,3,3.125
549,hennur road,1317.5,2.0,63.77,2,4.840227703984819
550,hebbal,3450.0,5.0,260.0,3,7.536231884057971
551,munnekollal,1102.0,2.0,53.67,2,4.8702359346642465
552,yelahanka,1350.0,2.0,54.0,2,4.0
553,banashankari,1200.0,2.0,42.0,3,3.5
554,hosa road,1300.0,6.0,145.0,6,11.153846153846153
555,other,1800.0,1.0,80.0,2,4.444444444444445
556,other,950.0,2.0,40.0,2,4.2105263157894735
557,kanakpura road,525.0,1.0,27.25,1,5.190476190476191
558,attibele,656.0,2.0,25.0,2,3.8109756097560976
559,marathahalli,1780.0,4.0,175.0,4,9.831460674157304
560,other,1056.0,2.0,80.0,2,7.575757575757576
561,bannerghatta road,595.0,1.0,33.32,1,5.6
562,other,1080.0,2.0,50.0,2,4.62962962962963
563,7th phase jp nagar,2225.0,3.0,160.0,3,7.191011235955056
564,bommasandra,1126.0,2.0,28.15,2,2.5
565,electronics city phase 1,1490.0,3.0,84.0,3,5.6375838926174495
566,other,2000.0,4.0,300.0,4,15.0
567,sarjapur road,1550.0,3.0,100.0,3,6.451612903225806
568,whitefield,1600.0,3.0,86.0,3,5.375
569,other,1160.0,2.0,55.0,2,4.741379310344827
570,whitefield,4144.0,4.0,315.0,4,7.601351351351352
571,sarjapur road,2100.0,3.0,125.0,3,5.9523809523809526
572,vittasandra,1404.0,2.0,69.3,2,4.935897435897436
573,sarjapur road,2230.0,4.0,225.0,4,10.089686098654708
574,other,1544.0,3.0,120.0,3,7.772020725388601
575,banashankari stage iii,1305.0,2.0,58.7,3,4.498084291187739
576,marathahalli,1230.0,2.0,80.0,2,6.504065040650406
577,other,1200.0,2.0,65.0,2,5.416666666666667
578,harlur,1460.0,3.0,73.0,3,5.0
579,sarjapur road,1800.0,2.0,34.185,2,1.8991666666666667
580,gottigere,967.0,2.0,45.0,2,4.653567735263702
581,other,540.0,1.0,36.0,1,6.666666666666667
582,hormavu,715.0,1.0,46.0,1,6.433566433566433
583,whitefield,2500.0,3.0,313.0,3,12.52
584,other,1578.0,3.0,180.0,3,11.406844106463879
585,mysore road,1020.0,2.0,48.95,2,4.799019607843137
586,jigani,1020.0,2.0,40.0,2,3.9215686274509802
587,koramangala,1253.0,2.0,102.0,2,8.14046288906624
588,other,1180.0,2.0,42.0,2,3.559322033898305
589,other,961.0,2.0,38.0,2,3.9542143600416235
590,kanakapura,1419.0,3.0,75.0,3,5.2854122621564485
591,harlur,1709.0,3.0,150.0,3,8.777062609713283
592,other,1600.0,2.0,115.0,2,7.1875
593,other,416.0,1.0,18.5,1,4.447115384615385
594,sanjay nagar,1100.0,2.0,98.0,2,8.909090909090908
595,hsr layout,1430.0,2.0,65.0,3,4.545454545454546
596,other,1260.0,2.0,45.0,2,3.5714285714285716
597,other,1630.0,3.0,85.0,3,5.214723926380368
598,sarjapur road,1249.0,3.0,44.71,3,3.579663730984788
599,kalena agrahara,1450.0,2.0,85.0,3,5.862068965517241
600,other,2791.0,3.0,223.0,3,7.989967753493372
601,other,600.0,1.0,90.0,1,15.0
602,other,834.0,1.0,60.0,1,7.194244604316546
603,other,1125.0,4.0,70.0,3,6.222222222222222
604,other,2060.0,3.0,140.0,3,6.796116504854369
605,malleshwaram,12000.0,7.0,2200.0,7,18.333333333333332
606,gottigere,891.0,2.0,25.0,2,2.8058361391694726
607,raja rajeshwari nagar,1133.0,2.0,49.07,2,4.3309796999117385
608,bisuvanahalli,1075.0,2.0,37.0,3,3.441860465116279
609,other,3000.0,5.0,260.0,4,8.666666666666666
610,brookefield,2440.0,5.0,425.0,4,17.418032786885245
611,vidyaranyapura,1200.0,2.0,55.0,2,4.583333333333333
612,thanisandra,1075.0,2.0,45.8,2,4.26046511627907
613,kaggadasapura,1140.0,2.0,40.0,2,3.508771929824561
614,margondanahalli,940.0,4.0,150.0,5,15.957446808510639
615,other,2160.0,5.0,250.0,6,11.574074074074074
616,raja rajeshwari nagar,1090.0,2.0,42.0,2,3.853211009174312
617,r.t. nagar,1500.0,4.0,70.0,4,4.666666666666667
618,whitefield,4104.0,4.0,360.0,4,8.771929824561404
619,whitefield,1790.0,3.0,100.0,3,5.58659217877095
620,hebbal,1920.0,3.0,134.0,3,6.979166666666667
621,other,1374.0,2.0,95.0,2,6.914119359534206
622,bannerghatta road,1445.0,3.0,95.0,3,6.57439446366782
623,kanakapura,711.0,1.0,36.0,1,5.063291139240507
624,tumkur road,1500.0,3.0,95.0,3,6.333333333333333
625,whitefield,1720.0,3.0,100.0,3,5.813953488372093
626,other,1400.0,3.0,60.0,3,4.285714285714286
627,kundalahalli,1030.0,2.0,49.0,2,4.757281553398058
628,mysore road,1200.0,2.0,85.0,2,7.083333333333333
629,other,1375.0,3.0,70.0,3,5.090909090909091
630,hegde nagar,1050.0,1.0,56.0,2,5.333333333333333
631,jalahalli,2250.0,3.0,160.0,3,7.111111111111111
632,bellandur,1000.0,2.0,50.0,2,5.0
633,other,469.0,1.0,25.0,1,5.330490405117271
634,marathahalli,3800.0,4.0,250.0,4,6.578947368421052
635,kambipura,883.0,2.0,29.0,2,3.2842582106455267
636,other,1820.0,2.0,86.0,3,4.725274725274725
637,singasandra,1440.0,2.0,65.0,3,4.513888888888889
638,other,3600.0,4.0,160.0,6,4.444444444444445
639,malleshwaram,2500.0,5.0,325.0,4,13.0
640,mahadevpura,1225.0,2.0,48.0,2,3.9183673469387754
641,other,4000.0,3.0,660.0,3,16.5
642,chikkalasandra,875.0,2.0,52.8,2,6.034285714285715
643,other,750.0,1.0,40.0,1,5.333333333333333
644,6th phase jp nagar,1180.0,2.0,80.0,2,6.779661016949152
645,haralur road,1194.0,2.0,47.0,2,3.936348408710218
646,hennur road,1500.0,2.0,62.0,3,4.133333333333334
647,other,1160.0,2.0,52.2,2,4.5
648,other,1276.0,9.0,265.0,9,20.768025078369906
649,hosakerehalli,2378.0,3.0,262.0,3,11.017661900756938
650,sarjapur,1128.0,2.0,60.0,2,5.319148936170213
651,hebbal,1500.0,3.0,150.0,3,10.0
652,other,1220.0,2.0,35.23,3,2.8877049180327865
653,sarjapur road,1210.0,2.0,58.0,2,4.793388429752066
654,kanakpura road,1100.0,2.0,58.0,3,5.2727272727272725
655,bommasandra,1200.0,3.0,46.0,3,3.8333333333333335
656,haralur road,3385.0,5.0,260.0,4,7.680945347119645
657,other,1641.0,3.0,66.0,3,4.021937842778794
658,horamavu agara,1200.0,2.0,45.0,2,3.75
659,raja rajeshwari nagar,1260.0,2.0,67.39,2,5.348412698412698
660,mahadevpura,1720.0,3.0,78.0,3,4.534883720930233
661,yelahanka,1132.5,2.0,48.13,2,4.249889624724061
662,yelahanka,1210.0,2.0,45.98,2,3.8
663,indira nagar,2200.0,4.0,200.0,4,9.090909090909092
664,bisuvanahalli,1075.0,2.0,45.0,3,4.186046511627907
665,thanisandra,1702.0,3.0,130.0,3,7.63807285546416
666,other,1630.0,2.0,200.0,2,12.269938650306749
667,raja rajeshwari nagar,1141.0,2.0,38.55,2,3.3786152497808937
668,other,2072.0,3.0,108.0,3,5.212355212355212
669,jp nagar,5520.0,2.0,375.0,5,6.793478260869565
670,other,1200.0,2.0,70.0,3,5.833333333333333
671,other,1350.0,3.0,77.0,3,5.703703703703703
672,other,4046.0,4.0,445.0,4,10.998517053880375
673,other,1180.0,2.0,78.34,3,6.638983050847457
675,other,1355.0,2.0,115.0,2,8.487084870848708
676,other,600.0,1.0,50.0,1,8.333333333333334
677,hormavu,1200.0,7.0,150.0,7,12.5
678,bannerghatta road,1640.0,2.0,120.0,3,7.317073170731708
679,other,1200.0,5.0,100.0,5,8.333333333333334
680,kodichikkanahalli,1190.0,2.0,57.0,3,4.7899159663865545
681,other,2400.0,4.0,375.0,4,15.625
682,marathahalli,1019.0,2.0,49.85,2,4.892051030421983
683,other,1875.0,3.0,165.0,3,8.8
684,akshaya nagar,1250.0,3.0,40.0,3,3.2
685,brookefield,1200.0,3.0,140.0,3,11.666666666666666
686,whitefield,1140.0,2.0,56.0,2,4.912280701754386
687,lingadheeranahalli,1683.0,3.0,109.0,3,6.476530005941771
688,kaggadasapura,1515.0,3.0,83.3,3,5.4983498349834985
689,hoodi,2118.0,4.0,111.0,4,5.240793201133145
690,bannerghatta road,1380.0,3.0,58.0,4,4.202898550724638
691,other,1083.0,2.0,61.75,2,5.701754385964913
692,other,600.0,2.0,55.0,2,9.166666666666666
693,other,2300.0,3.0,120.0,3,5.217391304347826
694,other,1240.0,2.0,60.0,2,4.838709677419355
695,other,1750.0,3.0,120.0,3,6.857142857142857
696,other,1230.0,2.0,43.48,2,3.534959349593496
697,other,1500.0,3.0,139.0,3,9.266666666666667
698,abbigere,985.0,2.0,40.39,2,4.100507614213198
699,other,1500.0,2.0,87.0,3,5.8
700,electronic city,1125.0,2.0,32.49,2,2.888
701,other,950.0,2.0,44.0,2,4.631578947368421
702,jp nagar,5600.0,2.0,548.5,5,9.794642857142858
703,kothanur,1580.0,3.0,76.0,3,4.810126582278481
704,other,1092.0,2.0,98.5,3,9.02014652014652
705,electronic city phase ii,1090.0,2.0,28.34,2,2.6
706,hennur road,2264.0,3.0,159.0,3,7.022968197879859
707,other,1033.0,2.0,25.53,3,2.4714424007744435
708,kammasandra,810.0,2.0,24.5,2,3.0246913580246915
709,other,1045.0,2.0,45.0,2,4.30622009569378
710,hebbal,1337.0,2.0,82.0,2,6.133133881824981
711,chandapura,1200.0,2.0,32.0,2,2.6666666666666665
712,koramangala,1580.0,3.0,160.0,3,10.126582278481013
713,begur road,1500.0,2.0,54.0,3,3.6
714,whitefield,1640.0,4.0,91.0,3,5.548780487804878
715,other,1570.0,3.0,62.0,3,3.949044585987261
716,gubbalala,1470.0,2.0,82.0,3,5.578231292517007
717,kengeri,1160.0,2.0,40.61,2,3.5008620689655174
718,7th phase jp nagar,1050.0,2.0,71.0,2,6.761904761904762
719,other,1855.0,3.0,225.0,3,12.129380053908356
720,bannerghatta road,1460.0,2.0,90.0,3,6.164383561643835
721,hulimavu,1823.0,3.0,100.0,3,5.485463521667581
722,electronic city,1094.0,2.0,42.0,2,3.8391224862888484
723,budigere,1153.0,2.0,57.0,2,4.943625325238508
724,other,1325.0,3.0,57.0,3,4.30188679245283
725,other,1200.0,3.0,85.0,4,7.083333333333333
726,jakkur,1590.0,2.0,125.0,3,7.861635220125786
727,other,1210.0,4.0,160.0,5,13.223140495867769
728,raja rajeshwari nagar,1200.0,4.0,220.0,4,18.333333333333332
729,other,1202.0,2.0,48.0,2,3.9933444259567388
730,haralur road,1202.0,2.0,53.0,2,4.409317803660565
731,other,1200.0,2.0,62.5,2,5.208333333333333
732,panathur,1688.0,3.0,118.0,3,6.990521327014218
733,kaval byrasandra,1020.0,2.0,52.0,2,5.098039215686274
734,sarjapur,1185.0,2.0,47.0,2,3.9662447257383966
735,ramagondanahalli,1235.0,2.0,52.04,2,4.2137651821862345
736,hosakerehalli,3205.0,5.0,500.0,4,15.600624024960998
737,banashankari,1077.0,2.0,37.64,2,3.4948932219127204
738,kengeri satellite town,1415.0,2.0,66.0,3,4.6643109540636045
739,epip zone,2330.0,3.0,162.0,3,6.952789699570816
740,whitefield,805.0,2.0,35.0,2,4.3478260869565215
741,other,425.0,1.0,20.03,1,4.712941176470588
742,whitefield,1155.0,2.0,59.95,2,5.190476190476191
743,other,5270.0,4.0,1250.0,4,23.719165085388994
744,anekal,656.0,2.0,22.0,2,3.3536585365853657
745,other,1100.0,2.0,48.0,2,4.363636363636363
746,mahadevpura,1150.0,2.0,52.0,2,4.521739130434782
747,other,600.0,1.0,60.0,1,10.0
748,other,1468.0,2.0,140.0,2,9.536784741144414
749,other,4300.0,5.0,550.0,4,12.790697674418604
750,whitefield,2280.0,4.0,126.0,3,5.526315789473684
751,hegde nagar,1341.0,2.0,97.0,2,7.233407904548844
752,jakkur,1279.0,2.0,77.0,2,6.020328381548085
753,electronic city phase ii,2225.0,4.0,98.88,4,4.4440449438202245
754,thanisandra,1185.0,2.0,43.51,2,3.671729957805907
755,other,1750.0,3.0,85.0,3,4.857142857142857
756,kudlu,1152.0,2.0,53.5,2,4.644097222222222
757,other,1000.0,4.0,160.0,5,16.0
758,hulimavu,1300.0,2.0,36.0,2,2.769230769230769
759,other,2760.0,4.0,155.0,4,5.615942028985507
760,5th phase jp nagar,1070.0,2.0,39.0,2,3.6448598130841123
761,uttarahalli,1101.0,2.0,45.0,2,4.087193460490464
762,other,775.0,2.0,55.0,2,7.096774193548387
763,yeshwanthpur,667.0,1.0,36.85,1,5.524737631184408
764,electronic city,1070.0,2.0,55.0,2,5.140186915887851
765,old airport road,1875.0,2.0,110.0,3,5.866666666666666
766,kundalahalli,735.0,2.0,57.99,2,7.889795918367347
767,sarjapur,4360.0,4.0,90.0,5,2.0642201834862384
768,koramangala,1750.0,3.0,130.0,3,7.428571428571429
769,marathahalli,1215.0,2.0,67.0,2,5.51440329218107
771,other,820.0,2.0,30.0,2,3.658536585365854
772,other,1177.5,2.0,59.935,2,5.090021231422505
773,battarahalli,1779.0,3.0,89.61,3,5.0370994940978076
774,other,1105.0,2.0,58.0,2,5.248868778280543
775,other,1276.0,2.0,93.0,1,7.2884012539184955
776,whitefield,1650.0,3.0,60.0,3,3.6363636363636362
777,jalahalli,1694.0,2.0,150.0,2,8.85478158205431
778,hosakerehalli,2376.0,3.0,203.0,3,8.543771043771043
779,other,1975.0,3.0,150.0,3,7.594936708860759
780,kammasandra,674.0,2.0,33.0,2,4.896142433234421
781,kaggadasapura,1185.0,2.0,41.0,2,3.459915611814346
782,thanisandra,445.0,1.0,28.0,1,6.292134831460674
783,other,900.0,7.0,76.0,6,8.444444444444445
784,hsr layout,1475.0,3.0,75.0,3,5.084745762711864
785,gottigere,1618.0,3.0,82.5,3,5.098887515451175
786,koramangala,1120.0,2.0,65.0,2,5.803571428571429
787,marathahalli,2181.0,3.0,152.0,4,6.969280146721688
788,vidyaranyapura,1200.0,4.0,90.0,4,7.5
789,other,600.0,4.0,65.0,6,10.833333333333334
790,bannerghatta road,1556.0,2.0,59.13,3,3.80012853470437
791,bannerghatta road,1179.0,2.0,66.02,2,5.599660729431722
792,thanisandra,1296.0,2.0,83.0,2,6.404320987654321
793,kaggadasapura,1275.0,2.0,52.0,2,4.078431372549019
794,other,1875.0,2.0,300.0,7,16.0
795,kathriguppe,1400.0,2.0,77.0,3,5.5
796,gottigere,1222.0,2.0,63.0,2,5.155482815057283
797,electronic city,940.0,2.0,41.0,2,4.361702127659575
798,thanisandra,1185.0,2.0,42.6,2,3.5949367088607596
799,tumkur road,1779.0,3.0,112.0,3,6.295671725688589
800,begur road,1615.0,3.0,59.76,3,3.7003095975232196
801,jp nagar,4624.5,2.0,453.0,4,9.795653584171262
802,haralur road,1056.0,2.0,61.0,2,5.776515151515151
803,7th phase jp nagar,1100.0,2.0,46.0,2,4.181818181818182
804,other,920.0,2.0,40.0,2,4.3478260869565215
805,other,1602.0,2.0,75.0,3,4.681647940074907
806,padmanabhanagar,1176.0,2.0,62.0,2,5.272108843537415
807,hbr layout,675.0,3.0,59.0,4,8.74074074074074
808,other,1352.0,3.0,135.0,3,9.985207100591715
809,kasavanhalli,1717.0,3.0,99.0,3,5.76587070471753
810,other,10961.0,4.0,80.0,4,0.7298604141957851
811,bhoganhalli,2119.0,4.0,111.0,4,5.238319962246343
812,vittasandra,1246.0,2.0,67.3,2,5.401284109149278
813,anandapura,1141.0,2.0,42.79,2,3.750219106047327
814,hennur road,1157.0,2.0,84.0,2,7.260155574762316
815,chandapura,1025.0,2.0,27.68,2,2.700487804878049
816,yelahanka new town,650.0,1.0,33.0,1,5.076923076923077
817,hebbal,1349.0,2.0,98.0,2,7.264640474425501
818,other,1566.0,3.0,83.3,3,5.3192848020434225
819,sahakara nagar,2830.0,3.0,195.0,4,6.890459363957597
820,electronic city,1320.0,2.0,38.13,3,2.888636363636364
821,other,1780.0,3.0,84.83,3,4.765730337078652
822,varthur,1091.0,2.0,34.9,2,3.1989000916590284
823,rachenahalli,3670.0,4.0,300.0,4,8.174386920980927
824,7th phase jp nagar,918.0,2.0,50.49,2,5.5
825,yeshwanthpur,1950.0,4.0,130.0,4,6.666666666666667
826,panathur,1695.0,3.0,90.0,3,5.3097345132743365
827,yelahanka,1705.0,3.0,95.0,3,5.571847507331379
828,other,1375.0,3.0,75.0,3,5.454545454545454
829,kanakpura road,525.0,1.0,30.0,1,5.714285714285714
830,whitefield,1447.0,2.0,83.0,2,5.736005528680027
831,thanisandra,1114.0,2.0,39.0,2,3.5008976660682225
832,7th phase jp nagar,1450.0,2.0,100.0,3,6.896551724137931
833,other,460.0,1.0,15.0,2,3.260869565217391
834,other,1022.0,2.0,40.0,2,3.9138943248532287
835,hebbal,1000.0,2.0,45.0,2,4.5
836,electronic city,1128.0,2.0,68.75,2,6.094858156028369
837,kanakpura road,1180.0,2.0,57.0,2,4.830508474576271
838,tc palaya,1000.0,6.0,69.0,6,6.9
839,nagarbhavi,1200.0,2.0,150.0,2,12.5
840,other,3761.0,3.0,660.0,3,17.548524328636002
841,kanakpura road,1339.0,2.0,75.0,2,5.6011949215832715
842,yelachenahalli,1400.0,2.0,55.0,3,3.9285714285714284
843,7th phase jp nagar,1040.0,2.0,39.52,2,3.8000000000000003
844,kadugodi,1198.0,2.0,58.0,2,4.841402337228715
845,other,1200.0,3.0,95.0,4,7.916666666666667
846,sarjapur road,1691.0,3.0,113.0,3,6.682436428149024
847,bisuvanahalli,1075.0,3.0,36.0,3,3.3488372093023258
848,other,1630.0,3.0,194.0,3,11.901840490797547
849,8th phase jp nagar,1240.0,3.0,43.5,3,3.5080645161290325
850,bannerghatta road,1122.5,2.0,58.935,2,5.25033407572383
851,other,1665.0,3.0,86.58,3,5.2
852,marathahalli,2489.0,3.0,94.0,3,3.7766171153073524
853,brookefield,1142.0,2.0,70.0,2,6.129597197898423
854,other,1976.0,3.0,184.0,3,9.31174089068826
855,other,5500.0,4.0,600.0,4,10.909090909090908
856,kothannur,1853.0,3.0,82.0,3,4.425256341068538
857,vijayanagar,600.0,4.0,72.0,8,12.0
858,other,1567.0,2.0,92.0,2,5.871091257179324
859,talaghattapura,1090.0,2.0,27.24,2,2.4990825688073395
860,raja rajeshwari nagar,1200.0,4.0,125.0,6,10.416666666666666
861,other,2400.0,4.0,640.0,4,26.666666666666668
862,electronics city phase 1,1175.0,2.0,51.47,2,4.380425531914893
863,subramanyapura,1200.0,2.0,52.0,2,4.333333333333333
864,kodichikkanahalli,995.0,2.0,41.0,2,4.1206030150753765
865,magadi road,884.0,2.0,41.1,2,4.649321266968326
866,other,900.0,3.0,80.0,5,8.88888888888889
867,yeshwanthpur,1170.0,2.0,57.0,2,4.871794871794871
868,kr puram,1225.0,2.0,46.55,2,3.8
869,electronic city,1342.0,2.0,73.3,2,5.461997019374069
870,uttarahalli,1345.0,2.0,67.0,2,4.981412639405204
871,other,1320.0,3.0,65.0,3,4.924242424242424
872,other,1276.0,2.0,45.0,2,3.5266457680250785
873,raja rajeshwari nagar,1140.0,2.0,49.39,2,4.332456140350877
874,battarahalli,1300.0,2.0,50.0,2,3.8461538461538463
875,hosa road,1652.0,3.0,85.0,3,5.145278450363196
876,thigalarapalya,2072.0,4.0,142.0,3,6.853281853281853
877,other,1740.0,2.0,95.0,3,5.459770114942529
878,electronic city,1360.0,2.0,71.0,3,5.220588235294118
879,hosur road,1145.0,2.0,60.0,3,5.240174672489083
880,uttarahalli,1540.0,2.0,40.0,3,2.5974025974025974
881,sarjapur road,1278.0,2.0,95.0,2,7.433489827856025
882,electronic city phase ii,630.0,1.0,40.0,1,6.349206349206349
883,kanakpura road,1100.0,3.0,58.0,3,5.2727272727272725
884,other,1200.0,3.0,95.0,3,7.916666666666667
885,other,2500.0,6.0,115.0,7,4.6
886,chandapura,582.5,1.0,15.135,1,2.598283261802575
887,chandapura,1015.0,2.0,25.88,2,2.549753694581281
888,hosur road,3300.0,5.0,240.0,5,7.2727272727272725
889,basaveshwara nagar,4500.0,5.0,415.0,5,9.222222222222221
890,gunjur,1356.0,2.0,66.0,3,4.867256637168142
891,other,823.0,2.0,28.0,2,3.402187120291616
892,tc palaya,1200.0,2.0,66.0,3,5.5
893,ramamurthy nagar,1050.0,2.0,37.0,2,3.5238095238095237
894,other,1180.0,2.0,69.0,2,5.8474576271186445
895,whitefield,1116.0,2.0,51.91,2,4.651433691756273
896,7th phase jp nagar,1070.0,2.0,42.79,2,3.999065420560748
897,varthur,1385.0,2.0,80.0,2,5.776173285198556
898,varthur,1000.0,1.0,70.0,1,7.0
899,whitefield,1897.0,3.0,130.0,3,6.852925672113864
900,magadi road,1005.0,2.0,55.78,2,5.550248756218905
901,green glen layout,1575.0,3.0,125.0,3,7.936507936507937
902,subramanyapura,975.0,2.0,65.0,2,6.666666666666667
903,hennur road,1904.0,3.0,120.0,3,6.302521008403361
904,kengeri satellite town,930.0,1.0,30.0,1,3.225806451612903
905,kanakpura road,525.0,1.0,26.0,1,4.9523809523809526
906,other,686.0,1.0,17.0,1,2.478134110787172
907,electronic city phase ii,2400.0,3.0,150.0,2,6.25
908,other,1410.0,1.0,233.0,2,16.52482269503546
909,sarjapur road,2238.0,3.0,140.0,3,6.255585344057194
910,harlur,1174.0,2.0,69.0,2,5.877342419080068
911,thubarahalli,3800.0,4.0,239.0,4,6.2894736842105265
912,whitefield,2225.0,2.0,125.0,3,5.617977528089888
913,other,1250.0,2.0,200.0,2,16.0
914,jigani,918.0,2.0,52.0,2,5.664488017429194
915,mahadevpura,1250.0,2.0,52.0,2,4.16
916,sarjapur road,1800.0,3.0,110.0,3,6.111111111111111
917,marathahalli,1170.0,2.0,53.0,2,4.52991452991453
